Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,08/04/2020 07:27,FALSE,Woking Running,4.64,307,00:30:40,132,154,2.4,144,256,06:37,03:24,3,8,1.07,8.5,8.3,342,50.1% L / 49.9% R,0,0,0,30:40:00,00:00,0,00:00,No,00:30.0,50,0
Running,07/04/2020 08:19,FALSE,Woking Running,5.59,322,00:31:30,134,151,2.6,155,174,05:39,05:09,34,35,1.14,9.4,10.8,282,50.5% L / 49.5% R,0,0,0,31:30:00,00:00,0,00:00,No,00:30.0,54,0
Running,06/04/2020 08:05,FALSE,Woking Running,7.93,536,00:46:08,138,171,3.1,156,235,05:49,04:44,52,52,1.1,9.8,10.9,282,50.4% L / 49.6% R,0,0,0,46:08:00,00:00,0,00:00,No,05:04.4,8,0
Running,05/04/2020 08:54,FALSE,Woking Running,5.67,373,00:31:32,138,156,2.9,155,194,05:34,04:31,17,16,1.15,9.5,11.2,281,50.7% L / 49.3% R,0,0,0,31:32:00,00:00,0,00:00,No,03:37.6,6,0
Running,04/04/2020 08:18,FALSE,Woking Running,6.48,413,00:39:33,134,157,2.6,149,194,06:06,03:09,22,21,1.08,9.1,9.3,313,50.4% L / 49.6% R,0,0,0,39:33:00,00:00,0,00:00,No,00:30.0,44,0
Running,03/04/2020 18:06,FALSE,Woking Running,5.64,338,00:30:35,137,161,3,155,186,05:26,04:34,24,23,1.17,9.4,11.2,282,50.5% L / 49.5% R,0,0,0,30:35:00,00:00,0,00:00,No,00:26.8,53,0
Running,01/04/2020 17:40,FALSE,Woking Running,6.38,415,00:39:46,133,158,2.7,148,256,06:14,03:11,19,18,1.07,9,9.3,318,50.2% L / 49.8% R,0,0,0,39:46:00,00:00,0,00:00,No,00:30.0,44,0
Running,31/03/2020 12:58,FALSE,Woking Running,5.69,349,00:31:07,137,153,3,156,183,05:28,04:55,23,22,1.17,9,10.7,280,50.5% L / 49.5% R,0,0,0,31:07:00,00:00,0,00:00,No,00:30.0,54,0
Running,30/03/2020 16:58,FALSE,Woking Running,5.63,362,00:32:27,136,155,2.7,155,169,05:46,04:43,26,13,1.11,9.3,10.6,286,50.3% L / 49.7% R,0,0,0,32:27:00,00:00,0,00:00,No,03:27.1,6,0
Running,29/03/2020 11:41,FALSE,Woking Running,5.27,348,00:33:21,134,155,2.6,147,202,06:20,03:20,1,8,1.07,9,8.8,327,50.3% L / 49.7% R,0,0,0,33:21:00,00:00,0,00:00,No,00:30.0,43,0
Running,28/03/2020 09:59,FALSE,Woking Running,5.71,356,00:30:32,141,162,3.1,155,173,05:21,04:12,21,21,1.18,9.1,11,280,50.4% L / 49.6% R,0,0,0,30:32:00,00:00,0,00:00,No,00:30.0,50,0
Running,27/03/2020 07:51,FALSE,Woking Running,5.63,364,00:30:34,137,153,2.9,157,187,05:26,04:23,17,15,1.17,9,10.8,278,50.7% L / 49.3% R,0,0,0,30:34:00,00:00,0,00:00,No,03:18.6,6,0
Running,26/03/2020 16:33,FALSE,Woking Running,5.62,373,00:35:13,134,151,2.8,150,185,06:16,03:48,17,18,1.05,9.4,9.4,291,50.4% L / 49.6% R,0,0,0,35:13:00,00:00,0,00:00,No,00:30.0,44,0
Running,25/03/2020 16:30,FALSE,Woking Running,5.68,382,00:30:17,141,163,3.3,155,177,05:20,04:53,16,14,1.19,9.4,11.4,278,50.8% L / 49.2% R,0,0,0,30:17:00,00:00,0,00:00,No,03:29.4,6,0
Running,24/03/2020 16:41,FALSE,Woking Running,6.01,376,00:34:19,138,154,3,155,216,05:43,04:38,33,34,1.13,9.6,11,284,50.5% L / 49.5% R,0,0,0,34:19:00,00:00,0,00:00,No,00:02.2,7,0
Running,22/03/2020 16:43,FALSE,Woking Running,5.53,378,00:32:46,140,167,3.1,147,217,05:55,03:03,1,8,1.15,8.6,9.3,321,50.6% L / 49.4% R,0,0,0,32:46:00,00:00,0,00:00,No,00:30.0,43,0
Running,21/03/2020 13:04,FALSE,Woking Running,5.74,375,00:30:55,138,161,3.1,155,174,05:23,04:41,28,27,1.18,9.1,11,283,50.7% L / 49.3% R,0,0,0,30:55:00,00:00,0,00:00,No,03:53.4,6,0
Running,15/03/2020 11:26,FALSE,Woking Running,5.22,311,00:33:13,127,150,2.2,148,201,06:22,03:33,6,6,1.08,9.2,9.3,325,50.0% L / 50.0% R,0,0,0,33:13:00,00:00,0,00:00,No,00:30.0,43,0
Running,14/03/2020 09:05,FALSE,Woking Running,5.02,341,00:24:38,154,171,3.5,159,189,04:55,03:27,--,--,1.25,8.5,10.9,269,49.9% L / 50.1% R,0,0,0,24:38:00,00:00,0,00:00,No,00:02.6,6,0
Running,14/03/2020 08:10,FALSE,Woking Running,3.58,232,00:20:58,133,157,2.4,151,240,05:51,03:19,6,12,1.12,8.4,9.4,310,50.4% L / 49.6% R,0,0,0,20:58,00:00,0,00:00,No,00:30.0,19,0
Running,08/03/2020 08:31,FALSE,Woking Running,5.16,353,00:33:02,136,166,2.8,152,256,06:24,03:18,6,6,1.12,8.4,8.8,325,50.2% L / 49.8% R,0,0,0,33:02:00,00:00,0,00:00,No,00:30.0,43,0
Running,07/03/2020 08:45,FALSE,Woking Running,5.34,326,00:28:10,137,160,2.9,157,176,05:17,04:25,29,29,1.19,8.8,10.8,279,50.2% L / 49.8% R,0,0,0,28:10:00,00:00,0,00:00,No,01:43.5,6,0
Running,01/03/2020 09:05,FALSE,Woking Running,7.03,454,00:43:13,136,159,3,149,240,06:09,03:29,19,19,1.07,9.1,9.2,315,50.4% L / 49.6% R,0,0,0,43:13:00,00:00,0,00:00,No,00:30.0,52,0
Running,29/02/2020 09:09,FALSE,Woking Running,4.98,333,00:24:42,153,175,3.4,159,202,04:58,03:20,--,6,1.24,8.5,10.9,274,49.9% L / 50.1% R,0,0,0,24:42:00,00:00,0,00:00,No,04:33.4,5,0
Running,29/02/2020 08:06,FALSE,Woking Running,2.46,156,00:14:33,135,155,2.2,150,188,05:55,03:26,11,11,1.1,8.6,8.9,314,50.4% L / 49.6% R,0,0,0,14:33,00:00,0,00:00,No,00:30.0,18,0
Running,23/02/2020 09:09,FALSE,Woking Running,6.36,413,00:39:34,135,161,2.9,148,208,06:13,03:21,5,6,1.07,9,9.2,325,50.3% L / 49.7% R,0,0,0,39:34:00,00:00,0,00:00,No,00:30.0,44,0
Running,22/02/2020 09:07,FALSE,Woking Running,5.15,331,00:24:43,154,169,3.5,160,203,04:48,03:31,--,6,1.27,8.4,10.9,268,49.8% L / 50.2% R,0,0,0,24:43:00,00:00,0,00:00,No,00:34.6,6,0
Running,22/02/2020 08:17,FALSE,Woking Running,2.48,155,00:14:41,133,158,2.2,148,190,05:55,03:07,--,--,1.15,8.2,8.9,327,50.9% L / 49.1% R,0,0,0,14:41,00:00,0,00:00,No,00:30.0,18,0
Running,16/02/2020 09:32,FALSE,Woking Running,6.89,473,00:43:18,139,165,3.2,151,249,06:17,03:21,22,20,1.06,8.8,9,320,50.4% L / 49.6% R,0,0,0,43:18:00,00:00,0,00:00,No,00:30.0,52,0
Running,15/02/2020 09:04,FALSE,Woking Running,5.02,339,00:24:24,159,175,3.6,161,251,04:52,03:30,--,6,1.25,8.6,11,265,49.9% L / 50.1% R,0,0,0,24:24:00,00:00,0,00:00,No,00:04.0,6,0
Running,15/02/2020 08:19,FALSE,Woking Running,2.31,155,00:14:20,136,157,2.3,149,248,06:12,03:33,2,7,1.05,8.9,9.1,322,50.2% L / 49.8% R,0,0,0,14:20,00:00,0,00:00,No,00:30.0,18,0
Running,09/02/2020 15:45,FALSE,Woking Running,5.19,336,00:32:49,135,155,2.6,148,212,06:19,03:33,14,14,1.09,9.4,9.5,322,50.4% L / 49.6% R,0,0,0,32:49:00,00:00,0,00:00,No,00:30.0,43,0
Running,08/02/2020 09:08,FALSE,Woking Running,5.01,338,00:24:34,158,174,3.6,160,188,04:54,03:45,2,8,1.24,8.4,10.7,267,50.3% L / 49.7% R,0,0,0,24:34:00,00:00,0,00:00,No,00:02.0,6,0
Running,08/02/2020 08:17,FALSE,Woking Running,2.44,155,00:14:16,136,157,2.3,147,190,05:50,03:26,7,8,1.13,8.4,9.1,328,50.4% L / 49.6% R,0,0,0,14:16,00:00,0,00:00,No,00:30.0,18,0
Running,02/02/2020 08:41,FALSE,Woking Running,5.28,370,00:32:46,142,162,3.1,151,256,06:12,03:25,--,7,1.08,8.9,8.9,322,50.4% L / 49.6% R,0,0,0,32:46:00,00:00,0,00:00,No,00:30.0,43,0
Running,01/02/2020 09:09,FALSE,Woking Running,5,339,00:24:29,158,174,3.6,158,248,04:54,03:37,--,6,1.27,8.6,11.1,271,50.2% L / 49.8% R,0,0,0,24:29:00,00:00,0,00:00,No,04:27.4,5,0
Running,01/02/2020 08:52,FALSE,Woking Running,0.63,30,04:37.6,125,138,1,144,161,07:18,05:39,--,4,0.97,10,9.8,315,50.1% L / 49.9% R,0,0,0,04:37.6,00:00,0,00:00,No,00:00.0,1,0
Running,01/02/2020 08:19,FALSE,Woking Running,2.12,137,00:12:26,134,149,2.2,150,180,05:53,03:48,2,8,1.13,8.6,9.6,308,50.4% L / 49.6% R,0,0,0,12:26,00:00,0,00:00,No,00:30.0,14,0
Running,26/01/2020 15:17,FALSE,Woking Running,5.12,365,00:32:48,141,164,3.1,146,256,06:24,03:24,--,6,1.06,8.8,8.7,328,50.4% L / 49.6% R,0,0,0,32:48:00,00:00,0,00:00,No,00:30.0,43,0
Running,25/01/2020 09:06,FALSE,Woking Running,5,335,00:24:28,158,174,3.6,181,207,04:54,03:59,--,6,1.07,7.8,8.5,263,50.4% L / 49.6% R,0,0,0,24:28:00,00:00,0,00:00,No,04:42.3,5,0
Running,25/01/2020 08:21,FALSE,Woking Running,1.8,67,00:10:25,135,150,1,153,237,05:47,03:36,2,7,1.13,8.4,9.8,297,50.0% L / 50.0% R,0,0,0,10:25,00:00,0,00:00,No,04:36.0,2,0
Running,11/01/2020 09:06,FALSE,Woking Running,5.01,331,00:24:56,154,169,3.4,172,197,04:59,04:01,1,2,1.08,7.3,8.1,268,49.3% L / 50.7% R,0,0,0,24:56:00,00:00,0,00:00,No,00:02.4,6,0
Running,05/01/2020 09:08,FALSE,Woking Running,5.19,319,00:33:27,131,154,2.4,144,207,06:27,03:32,--,6,1.07,8.9,9.3,331,49.9% L / 50.1% R,0,0,0,33:27:00,00:00,0,00:00,No,00:30.0,43,0
Running,04/01/2020 09:06,FALSE,Woking Running,5.01,324,00:25:34,148,165,3.2,171,204,05:06,03:56,--,--,1.05,7.8,8.4,256,49.2% L / 50.8% R,0,0,0,25:34:00,00:00,0,00:00,No,00:02.2,6,0
Running,01/01/2020 11:04,FALSE,Woking Running,1.68,136,00:14:31,127,134,1.6,149,250,08:37,05:36,1,1,0.53,5.8,2.7,301,45.5% L / 54.5% R,0,0,0,14:31,00:00,0,00:00,No,05:52.4,2,0
Running,01/01/2020 10:35,FALSE,Woking Running,4.89,347,00:25:59,153,167,3.4,155,193,05:19,04:18,--,--,0,0,0,--,--,0,0,0,25:59:00,00:00,0,00:00,No,04:39.8,5,0
Running,01/01/2020 08:59,FALSE,Guildford Running,5.02,352,00:26:25,150,163,3.4,154,169,05:16,04:21,17,14,1.22,9,11.2,281,50.0% L / 50.0% R,0,0,0,26:25:00,00:00,0,00:00,No,00:01.4,7,0
Running,31/12/2019 09:07,FALSE,Woking Running,4.48,286,00:30:05,129,152,2.3,152,248,06:43,03:36,2,7,1.12,9.3,9.7,309,50.1% L / 49.9% R,0,0,0,30:05:00,00:00,0,00:00,No,00:30.0,35,0
Running,29/12/2019 13:51,FALSE,Woking Running,3.47,210,00:19:29,133,153,2.3,154,169,05:37,04:46,7,8,1.15,9.6,11.2,285,50.3% L / 49.7% R,0,0,0,19:29,00:00,0,00:00,No,02:32.6,4,0
Running,28/12/2019 09:07,FALSE,Woking Running,5,334,00:25:43,150,170,3.4,160,200,05:09,03:55,--,7,1.1,7.8,8.5,268,48.3% L / 51.7% R,0,0,0,25:43:00,00:00,0,00:00,No,04:53.6,5,0
Running,28/12/2019 08:25,FALSE,Woking Running,2.08,125,00:12:53,129,148,2,148,190,06:12,03:22,2,8,1.11,9.1,9.6,315,50.0% L / 50.0% R,0,0,0,12:53,00:00,0,00:00,No,00:30.0,14,0
Running,27/12/2019 15:45,FALSE,Woking Running,4.5,276,00:29:48,128,151,2.3,147,256,06:37,03:34,14,15,1.07,9.8,9.7,330,50.2% L / 49.8% R,0,0,0,29:48:00,00:00,0,00:00,No,00:30.0,35,0
Running,26/12/2019 16:13,FALSE,Woking Running,4.65,302,00:30:43,133,159,2.6,155,219,06:36,03:16,9,10,1.19,9,9.8,296,50.1% L / 49.9% R,0,0,0,30:43:00,00:00,0,00:00,No,00:30.0,35,0
Running,25/12/2019 09:02,FALSE,Guildford Running,5.02,333,00:27:34,144,163,3.2,153,185,05:30,04:15,13,10,1.17,9.3,11.2,284,50.5% L / 49.5% R,0,0,0,27:34:00,00:00,0,00:00,No,00:04.7,6,0
Running,21/12/2019 09:01,FALSE,Runnymede Running,4.5,341,00:27:32,144,158,3.2,155,201,06:07,03:46,43,40,1.01,7.7,7.5,271,48.7% L / 51.3% R,0,0,0,27:32:00,00:00,0,00:00,No,02:34.1,5,0
Running,15/12/2019 08:40,FALSE,Woking Running,5.21,333,00:33:24,133,153,2.6,150,256,06:25,03:32,6,6,1.05,9,9.2,311,50.3% L / 49.7% R,0,0,0,33:24:00,00:00,0,00:00,No,00:02.6,44,0
Running,14/12/2019 09:05,FALSE,Woking Running,5.01,335,00:25:34,152,168,3.5,158,256,05:06,04:04,--,--,1.22,8.8,10.9,275,49.9% L / 50.1% R,0,0,0,25:34:00,00:00,0,00:00,No,00:04.3,6,0
Running,14/12/2019 08:46,FALSE,Woking Running,1.39,102,00:11:05,125,147,1.9,145,226,07:58,03:31,--,4,1.06,8.7,8.7,337,49.5% L / 50.5% R,0,0,0,11:05,00:00,0,00:00,No,00:30.0,18,0
Running,08/12/2019 08:41,FALSE,Woking Running,4.57,305,00:29:22,135,158,2.7,147,189,06:25,03:14,8,14,1.07,9.1,9.2,325,50.3% L / 49.7% R,0,0,0,29:22:00,00:00,0,00:00,No,00:30.0,35,0
Running,07/12/2019 09:36,FALSE,Woking Running,0.38,23,02:10.0,133,144,1.2,153,158,05:46,05:31,--,--,1.13,0,0,--,--,0,0,0,02:10.0,00:00,0,00:00,No,00:00.0,1,0
Running,07/12/2019 09:08,FALSE,Woking Running,5.01,330,00:25:05,154,170,3.5,159,197,05:01,04:14,--,--,1.07,7.6,8.1,264,47.7% L / 52.3% R,0,0,0,25:05:00,00:00,0,00:00,No,00:01.4,6,0
Running,07/12/2019 08:45,FALSE,Woking Running,1.29,85,08:33.7,129,148,1.8,141,233,06:37,03:40,--,2,1.05,9.1,8.5,346,49.9% L / 50.1% R,0,0,0,08:33.7,00:00,0,00:00,No,00:30.0,14,0
Running,01/12/2019 09:49,FALSE,Woking Running,5.27,368,00:33:29,139,162,3.1,147,256,06:22,03:26,10,10,1.08,8.9,8.9,326,50.3% L / 49.7% R,0,0,0,33:29:00,00:00,0,00:00,No,00:03.1,44,0
Running,30/11/2019 09:40,FALSE,Woking Running,0.34,22,02:04.4,133,142,1.2,152,180,06:04,05:20,--,--,1.05,9.4,9.9,299,49.8% L / 50.2% R,0,0,0,02:04.4,00:00,0,00:00,No,00:00.0,1,0
Running,30/11/2019 09:12,FALSE,Woking Running,5.01,323,00:25:00,152,169,3.5,159,190,04:59,03:53,--,--,1.24,8.5,10.8,272,50.0% L / 50.0% R,0,0,0,25:00:00,00:00,0,00:00,No,00:02.4,6,0
Running,30/11/2019 08:47,FALSE,Woking Running,1.67,109,00:12:04,125,144,1.9,142,176,07:13,03:48,--,3,1.06,8.6,8.5,346,49.7% L / 50.3% R,0,0,0,12:04,00:00,0,00:00,No,00:30.0,18,0
Running,24/11/2019 09:00,FALSE,Woking Running,4.26,290,00:25:27,141,165,3.1,147,198,05:58,03:26,7,13,1.14,8.8,9.7,314,50.1% L / 49.9% R,0,0,0,25:27:00,00:00,0,00:00,No,00:30.0,27,0
Running,23/11/2019 09:06,FALSE,Woking Running,5.01,339,00:25:19,157,172,3.6,174,229,05:03,03:49,--,--,1.08,7.6,8.3,266,48.8% L / 51.2% R,0,0,0,25:19:00,00:00,0,00:00,No,00:01.9,6,0
Running,23/11/2019 08:52,FALSE,Woking Running,1.04,72,07:20.8,132,153,1.8,142,178,07:05,03:43,--,--,1.03,9,8.8,342,50.4% L / 49.6% R,0,0,0,07:20.8,00:00,0,00:00,No,00:30.0,14,0
Running,17/11/2019 13:01,FALSE,Woking Running,3.81,248,00:22:42,139,157,2.8,156,186,05:58,03:29,1,7,1.06,0,0,--,--,0,0,0,22:42,00:00,0,00:00,No,00:03.0,28,0
Running,16/11/2019 09:07,FALSE,Woking Running,5.01,324,00:25:12,153,169,3.5,180,201,05:02,04:17,--,--,1.08,7.2,8,271,48.4% L / 51.6% R,0,0,0,25:12:00,00:00,0,00:00,No,00:03.7,6,0
Running,16/11/2019 08:18,FALSE,Woking Running,1.61,53,08:46.1,131,147,1,155,168,05:27,04:50,4,4,1.16,9.2,11,280,50.4% L / 49.6% R,0,0,0,08:46.1,00:00,0,00:00,No,00:02.0,3,0
Running,09/11/2019 09:05,FALSE,Woking Running,4.95,318,00:25:35,149,165,3.3,163,203,05:10,04:14,--,--,0.84,12.4,8.1,264,48.5% L / 51.5% R,0,0,0,25:35:00,00:00,0,00:00,No,04:57.8,5,0
Running,02/11/2019 09:00,FALSE,Runnymede Running,4.56,361,00:26:46,154,164,3.5,156,176,05:52,04:23,48,50,1.06,9.4,10.1,281,52.0% L / 48.0% R,0,0,0,26:46:00,00:00,0,00:00,No,03:02.7,5,0
Running,02/11/2019 08:27,FALSE,Woking Running,1.58,99,08:57.7,132,147,2,155,176,05:40,05:05,5,5,1.14,9.4,10.8,286,50.6% L / 49.4% R,0,0,0,08:57.7,00:00,0,00:00,No,00:01.4,3,0
Running,26/10/2019 09:07,FALSE,Woking Running,4.97,342,00:24:23,158,178,3.7,159,187,04:54,04:00,--,--,1.26,8.7,11.2,267,50.4% L / 49.6% R,0,0,0,24:23:00,00:00,0,00:00,No,04:41.6,5,0
Running,26/10/2019 08:16,FALSE,Woking Running,1.58,103,09:02.6,133,146,2,154,170,05:44,04:48,2,4,1.14,9.6,11.3,285,50.5% L / 49.5% R,0,0,0,09:02.6,00:00,0,00:00,No,03:20.3,2,0
Running,24/10/2019 17:21,FALSE,Woking Running,2.74,159,00:21:30,120,150,2,134,213,07:51,03:50,10,12,0.94,9.3,7.9,343,50.3% L / 49.7% R,0,0,0,21:30,00:00,0,00:00,No,00:13.1,42,0
Running,24/10/2019 16:46,FALSE,Woking Running,2.43,153,00:15:21,125,142,1.9,155,175,06:19,04:50,7,13,1.04,9.9,10.6,296,50.5% L / 49.5% R,0,0,0,15:21,00:00,0,00:00,No,02:41.4,3,0
Running,20/10/2019 09:32,FALSE,Woking Running,5.14,357,00:33:11,139,165,3,145,240,06:27,03:11,6,12,1.08,9.2,9.2,333,50.7% L / 49.3% R,0,0,0,33:11:00,00:00,0,00:00,No,00:30.0,43,0
Running,19/10/2019 09:04,FALSE,South Norfolk Running,5.01,341,00:24:51,155,173,3.6,155,177,04:58,03:30,35,36,1.28,9.3,12.1,270,50.3% L / 49.7% R,0,0,0,24:51:00,00:00,0,00:00,No,00:01.0,6,0
Running,13/10/2019 09:03,FALSE,Woking Running,5.22,364,00:33:07,139,165,3.1,147,205,06:21,03:21,15,14,1.07,9.3,9,327,50.5% L / 49.5% R,0,0,0,33:07:00,00:00,0,00:00,No,00:05.4,44,0
Running,12/10/2019 09:03,FALSE,Woking Running,4.91,334,00:24:24,156,170,3.5,159,183,04:59,03:58,1,1,1.24,8.6,11,270,50.1% L / 49.9% R,0,0,0,24:24:00,00:00,0,00:00,No,04:25.7,5,0
Running,12/10/2019 08:02,FALSE,Woking Running,3.21,210,00:19:04,133,151,2.4,151,185,05:57,03:36,6,12,1.11,9.4,10.5,296,50.3% L / 49.7% R,0,0,0,19:04,00:00,0,00:00,No,01:07.4,4,0
Running,05/10/2019 09:37,FALSE,Bristol Running,1.13,92,08:40.3,131,144,1.7,147,163,07:40,05:23,14,15,0.96,10.8,10.3,304,50.7% L / 49.3% R,0,0,0,08:40.3,00:00,0,00:00,No,01:47.3,2,0
Running,05/10/2019 09:07,FALSE,Bristol Running,5.01,336,00:25:04,152,167,3.4,157,256,05:00,04:04,57,64,1.25,9,11.5,270,50.0% L / 50.0% R,0,0,0,25:04:00,00:00,0,00:00,No,00:02.0,6,0
Running,21/09/2019 09:37,FALSE,Woking Running,1.41,105,00:12:06,122,128,1.4,148,159,08:36,06:51,--,--,0.78,13.5,10.5,315,50.4% L / 49.6% R,0,0,0,12:06,00:00,0,00:00,No,03:28.6,2,0
Running,21/09/2019 09:06,FALSE,Woking Running,5.01,332,00:24:23,155,168,3.4,158,193,04:52,03:51,1,2,1.28,8.5,11.2,270,50.0% L / 50.0% R,0,0,0,24:23:00,00:00,0,00:00,No,00:01.9,6,0
Running,21/09/2019 08:04,FALSE,Woking Running,3.65,234,00:20:42,137,161,2.6,149,205,05:40,03:16,--,6,1.16,8.5,9.7,307,50.4% L / 49.6% R,0,0,0,20:42,00:00,0,00:00,No,00:30.0,19,0
Running,14/09/2019 09:33,FALSE,Woking Running,3.05,226,00:19:13,139,154,2.4,150,167,06:18,04:54,--,--,1.04,10.3,10.6,289,50.6% L / 49.4% R,0,0,0,19:13,00:00,0,00:00,No,00:19.5,4,0
Running,14/09/2019 09:06,FALSE,Woking Running,5.05,345,00:26:14,154,169,3.3,156,182,05:11,03:58,--,--,1.24,8.9,11,272,50.1% L / 49.9% R,0,0,0,26:14:00,00:00,0,00:00,No,00:39.7,7,0
Running,14/09/2019 08:14,FALSE,Woking Running,2.44,152,00:14:21,135,155,2.2,148,189,05:53,03:06,2,8,1.14,8.3,9,315,49.8% L / 50.2% R,0,0,0,14:21,00:00,0,00:00,No,00:30.0,18,0
Running,08/09/2019 09:35,FALSE,Woking Running,4.71,336,00:31:37,138,156,2.8,146,194,06:42,03:32,13,11,1.01,9.9,9.1,300,50.3% L / 49.7% R,0,0,0,31:37:00,00:00,0,00:00,No,00:10.7,43,0
Running,07/09/2019 09:06,FALSE,Woking Running,5.01,328,00:24:43,156,174,3.5,158,187,04:56,03:44,--,--,1.25,8.7,11,270,50.1% L / 49.9% R,0,0,0,24:43:00,00:00,0,00:00,No,00:01.9,6,0
Running,07/09/2019 08:08,FALSE,Woking Running,1.7,105,09:44.8,132,147,2,155,179,05:43,03:55,5,5,1.13,9.7,10.9,283,50.3% L / 49.7% R,0,0,0,09:44.8,00:00,0,00:00,No,04:01.8,2,0
Running,30/08/2019 08:54,FALSE,Vielle-Saint-Girons Running,6.38,417,00:37:51,136,156,3,155,191,05:56,04:15,38,39,1.08,9.9,10.9,283,50.4% L / 49.6% R,0,0,0,37:51:00,00:00,0,00:00,No,02:05.6,7,0
Running,29/08/2019 08:57,FALSE,Vielle-Saint-Girons Running,6.09,407,00:40:29,135,152,2.9,148,194,06:39,03:45,10,13,1.05,10.1,10.2,309,50.5% L / 49.5% R,0,0,0,40:29:00,00:00,0,00:00,No,00:30.0,44,0
Running,27/08/2019 08:48,FALSE,Lit-et-Mixe Running,10.01,688,00:54:49,149,182,4.3,154,167,05:29,04:59,37,36,1.17,9.9,11.8,274,50.8% L / 49.2% R,0,0,0,54:49:00,00:00,0,00:00,No,00:03.3,11,0
Running,26/08/2019 08:50,FALSE,Vielle-Saint-Girons Running,3.19,206,00:22:50,116,134,1.9,150,165,07:10,05:33,4,5,0.93,11.9,11.1,299,50.7% L / 49.3% R,0,0,0,22:50,00:00,0,00:00,No,01:19.8,4,0
Running,25/08/2019 08:55,FALSE,Vielle-Saint-Girons Running,7.21,469,00:40:26,142,163,3.3,155,171,05:36,05:04,35,34,1.12,10,11.4,277,50.7% L / 49.3% R,0,0,0,40:26:00,00:00,0,00:00,No,01:08.5,8,0
Running,24/08/2019 09:04,FALSE,Vielle-Saint-Girons Running,4.49,309,00:28:48,139,159,3,150,213,06:25,03:23,13,12,1.09,8.9,9.6,307,50.5% L / 49.5% R,0,0,0,28:48:00,00:00,0,00:00,No,00:30.0,34,0
Running,23/08/2019 08:54,FALSE,Vielle-Saint-Girons Running,5.57,370,00:31:53,143,167,3.1,154,190,05:43,04:21,38,37,1.12,9.6,10.9,286,50.4% L / 49.6% R,0,0,0,31:53:00,00:00,0,00:00,No,02:50.0,6,0
Running,21/08/2019 09:11,FALSE,Vielle-Saint-Girons Running,5.04,328,00:28:40,141,160,3,155,173,05:41,04:50,26,25,1.12,9.3,10.6,284,50.2% L / 49.8% R,0,0,0,28:40:00,00:00,0,00:00,No,00:01.5,7,0
Running,20/08/2019 09:53,FALSE,Vielle-Saint-Girons Running,5.45,391,00:35:08,141,167,3.3,151,226,06:27,03:28,10,10,1.13,9.5,10.1,309,50.4% L / 49.6% R,0,0,0,35:08:00,00:00,0,00:00,No,00:01.5,37,0
Running,19/08/2019 09:37,FALSE,Vielle-Saint-Girons Running,6.57,404,00:35:59,141,170,3.3,155,166,05:29,04:47,14,14,1.15,9.6,11.2,281,50.3% L / 49.7% R,0,0,0,35:59:00,00:00,0,00:00,No,02:58.1,7,0
Running,18/08/2019 09:35,FALSE,Vielle-Saint-Girons Running,6.19,382,00:35:06,140,168,3.3,155,171,05:40,04:35,23,23,1.12,9.9,11.2,281,50.6% L / 49.4% R,0,0,0,35:06:00,00:00,0,00:00,No,01:01.2,7,0
Running,27/07/2019 09:06,FALSE,Woking Running,4.85,302,00:36:00,116,137,2,153,179,07:25,04:57,2,3,0.89,11.5,10.2,302,50.5% L / 49.5% R,0,0,0,36:00:00,00:00,0,00:00,No,06:30.6,5,0
Running,06/07/2019 09:01,FALSE,Runnymede Running,4.78,354,00:27:03,153,198,3.6,153,233,05:39,04:10,51,56,1.12,9.7,11,284,50.1% L / 49.9% R,0,0,0,27:03:00,00:00,0,00:00,No,03:52.6,5,0
Running,04/07/2019 18:43,FALSE,Woking Running,4.72,294,00:26:20,135,162,3,153,180,05:35,04:59,10,12,1.16,9.8,11.6,285,50.9% L / 49.1% R,0,0,0,26:20:00,00:00,0,00:00,No,02:23.3,6,0
Running,29/06/2019 09:09,FALSE,Woking Running,5.01,342,00:25:01,160,187,4,157,195,05:00,03:25,--,1,1.25,9,11.4,269,50.3% L / 49.7% R,0,0,0,25:01:00,00:00,0,00:00,No,00:02.4,6,0
Running,29/06/2019 08:44,FALSE,Woking Running,1.42,102,00:10:22,131,159,2.1,137,188,07:18,03:16,--,--,1.03,8.9,8,341,49.6% L / 50.4% R,0,0,0,10:22,00:00,0,00:00,No,00:05.2,18,0
Running,21/06/2019 07:44,FALSE,Running,2.9,164,00:16:25,130,151,2.2,146,227,05:39,03:32,--,--,1.43,8.4,9.6,333,50.5% L / 49.5% R,0,0,0,16:25,00:00,0,00:00,No,00:30.0,22,0
Running,16/06/2019 13:07,FALSE,Woking Running,4.74,305,00:35:07,126,158,2.3,138,233,07:25,03:01,7,7,1.08,8.6,8.2,370,50.6% L / 49.4% R,0,0,0,35:07:00,00:00,0,00:00,No,00:01.5,46,0
